Seed,Dataset,Sample Size,Model,Model Parameters
13,Startup Success Prediction,0.4,BernoulliNB,"'alpha': 0.1, 'fit_prior': True"
13,Startup Success Prediction,0.4,DNN,"'hidden_layer_sizes': (32, 16, 8), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'batch_size': 50, 'max_iter': 500"
13,Startup Success Prediction,0.4,DT,"'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'class_weight': None"
13,Startup Success Prediction,0.4,ExtraTree,"'criterion': 'gini', 'max_features': None, 'max_depth': 10, 'class_weight': None"
13,Startup Success Prediction,0.4,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': 10"
13,Startup Success Prediction,0.4,GaussianNB,"'priors': None, 'var_smoothing': 1e-12"
13,Startup Success Prediction,0.4,HistGradientBoosting,"'max_iter': 200, 'learning_rate': 1.0, 'max_depth': 320, 'l2_regularization': 1.0"
13,Startup Success Prediction,0.4,LR,"'C': 0.1, 'class_weight': None, 'penalty': 'l1', 'solver': 'saga'"
13,Startup Success Prediction,0.4,LinearSVC,"'C': 0.1, 'class_weight': None, 'penalty': 'l2'"
13,Startup Success Prediction,0.4,MLP,"'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (50,)"
13,Startup Success Prediction,0.4,Perceptron,"'penalty': 'elasticnet', 'alpha': 0.1, 'class_weight': 'balanced'"
13,Startup Success Prediction,0.4,RF,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': 10"
13,Startup Success Prediction,0.4,Ridge,"'alpha': 0.1, 'class_weight': None"
13,Startup Success Prediction,0.4,SGD,"'loss': 'squared_hinge', 'alpha': 0.1, 'class_weight': 'balanced'"
13,Startup Success Prediction,0.6,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 25"
13,Startup Success Prediction,0.6,Bagging,"'max_samples': 1.0, 'n_estimators': 10"
13,Startup Success Prediction,0.6,BernoulliNB,"'alpha': 0.1, 'fit_prior': True"
13,Startup Success Prediction,0.6,DNN,"'hidden_layer_sizes': (16, 16, 16), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'batch_size': 50, 'max_iter': 500"
13,Startup Success Prediction,0.6,DT,"'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'class_weight': None"
13,Startup Success Prediction,0.6,ExtraTree,"'criterion': 'gini', 'max_features': None, 'max_depth': 10, 'class_weight': None"
13,Startup Success Prediction,0.6,ExtraTrees,"'criterion': 'log_loss', 'max_features': 'log2', 'class_weight': 'balanced', 'n_estimators': 200, 'max_depth': 320"
13,Startup Success Prediction,0.6,GaussianNB,"'priors': None, 'var_smoothing': 1e-12"
13,Startup Success Prediction,0.6,HistGradientBoosting,"'max_iter': 200, 'learning_rate': 1.0, 'max_depth': 320, 'l2_regularization': 1.0"
13,Startup Success Prediction,0.6,LR,"'C': 0.1, 'class_weight': None, 'penalty': 'l1', 'solver': 'saga'"
13,Startup Success Prediction,0.6,LinearSVC,"'C': 0.1, 'class_weight': None, 'penalty': 'l2'"
13,Startup Success Prediction,0.6,MLP,"'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,)"
13,Startup Success Prediction,0.6,Perceptron,"'penalty': 'elasticnet', 'alpha': 0.1, 'class_weight': 'balanced'"
13,Startup Success Prediction,0.6,RF,"'criterion': 'log_loss', 'max_features': 'log2', 'class_weight': 'balanced', 'n_estimators': 200, 'max_depth': 320"
13,Startup Success Prediction,0.6,Ridge,"'alpha': 0.1, 'class_weight': None"
13,Startup Success Prediction,0.6,SGD,"'loss': 'squared_hinge', 'alpha': 0.1, 'class_weight': 'balanced'"
13,Startup Success Prediction,0.8,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 25"
13,Startup Success Prediction,0.8,Bagging,"'max_samples': 1.0, 'n_estimators': 10"
13,Startup Success Prediction,0.8,BernoulliNB,"'alpha': 0.1, 'fit_prior': True"
13,Startup Success Prediction,0.8,DNN,"'hidden_layer_sizes': (32, 16, 8), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'batch_size': 10, 'max_iter': 500"
13,Startup Success Prediction,0.8,DT,"'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'class_weight': None"
13,Startup Success Prediction,0.8,ExtraTree,"'criterion': 'gini', 'max_features': None, 'max_depth': 10, 'class_weight': None"
13,Startup Success Prediction,0.8,ExtraTrees,"'criterion': 'log_loss', 'max_features': 'log2', 'class_weight': 'balanced', 'n_estimators': 200, 'max_depth': 320"
13,Startup Success Prediction,0.8,GaussianNB,"'priors': None, 'var_smoothing': 1e-12"
13,Startup Success Prediction,0.8,HistGradientBoosting,"'max_iter': 200, 'learning_rate': 1.0, 'max_depth': 320, 'l2_regularization': 1.0"
13,Startup Success Prediction,0.8,LR,"'C': 0.1, 'class_weight': None, 'penalty': 'l1', 'solver': 'saga'"
13,Startup Success Prediction,0.8,LinearSVC,"'C': 0.1, 'class_weight': None, 'penalty': 'l2'"
13,Startup Success Prediction,0.8,MLP,"'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100,)"
13,Startup Success Prediction,0.8,Perceptron,"'penalty': 'elasticnet', 'alpha': 0.1, 'class_weight': 'balanced'"
13,Startup Success Prediction,0.8,RF,"'criterion': 'log_loss', 'max_features': 'log2', 'class_weight': 'balanced', 'n_estimators': 200, 'max_depth': 320"
13,Startup Success Prediction,0.8,Ridge,"'alpha': 0.1, 'class_weight': None"
13,Startup Success Prediction,0.8,SGD,"'loss': 'squared_hinge', 'alpha': 0.1, 'class_weight': 'balanced'"
13,Startup Success Prediction,1.0,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 25"
13,Startup Success Prediction,1.0,Bagging,"'max_samples': 1.0, 'n_estimators': 10"
13,Startup Success Prediction,1.0,BernoulliNB,"'alpha': 0.1, 'fit_prior': True"
13,Startup Success Prediction,1.0,DNN,"'hidden_layer_sizes': (16, 16, 16), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.001, 'batch_size': 50, 'max_iter': 500"
13,Startup Success Prediction,1.0,DT,"'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'class_weight': None"
13,Startup Success Prediction,1.0,ExtraTree,"'criterion': 'gini', 'max_features': None, 'max_depth': 10, 'class_weight': None"
13,Startup Success Prediction,1.0,ExtraTrees,"'criterion': 'log_loss', 'max_features': 'log2', 'class_weight': 'balanced', 'n_estimators': 200, 'max_depth': 320"
13,Startup Success Prediction,1.0,GaussianNB,"'priors': None, 'var_smoothing': 1e-12"
13,Startup Success Prediction,1.0,HistGradientBoosting,"'max_iter': 200, 'learning_rate': 1.0, 'max_depth': 320, 'l2_regularization': 1.0"
13,Startup Success Prediction,1.0,LR,"'C': 0.1, 'class_weight': None, 'penalty': 'l1', 'solver': 'saga'"
13,Startup Success Prediction,1.0,LinearSVC,"'C': 0.1, 'class_weight': None, 'penalty': 'l2'"
13,Startup Success Prediction,1.0,MLP,"'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100,)"
13,Startup Success Prediction,1.0,Perceptron,"'penalty': 'elasticnet', 'alpha': 0.1, 'class_weight': 'balanced'"
13,Startup Success Prediction,1.0,RF,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': 10"
13,Startup Success Prediction,1.0,Ridge,"'alpha': 0.1, 'class_weight': None"
13,Startup Success Prediction,1.0,SGD,"'loss': 'squared_hinge', 'alpha': 0.1, 'class_weight': 'balanced'"
13,Student Stress Factors,0.2,AdaBoost,"'learning_rate': 1, 'n_estimators': 50"
13,Student Stress Factors,0.2,Bagging,"'max_samples': 1.0, 'n_estimators': 50"
13,Student Stress Factors,0.2,BernoulliNB,"'alpha': 10, 'fit_prior': True"
13,Student Stress Factors,0.2,DNN,"'hidden_layer_sizes': (32, 16, 8), 'activation': 'relu', 'solver': 'sgd', 'alpha': 0.01, 'batch_size': 50, 'max_iter': 500"
13,Student Stress Factors,0.2,DT,"'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'class_weight': None"
13,Student Stress Factors,0.2,ExtraTree,"'criterion': 'log_loss', 'max_features': 'log2', 'max_depth': 320, 'class_weight': None"
13,Student Stress Factors,0.2,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 50, 'max_depth': 20"
13,Student Stress Factors,0.2,GaussianNB,"'priors': None, 'var_smoothing': 1e-10"
13,Student Stress Factors,0.2,HistGradientBoosting,"'max_iter': 50, 'learning_rate': 0.5, 'max_depth': 20, 'l2_regularization': 0.0"
13,Student Stress Factors,0.2,LR,"'C': 0.1, 'class_weight': None, 'penalty': None, 'solver': 'saga'"
13,Student Stress Factors,0.2,LinearSVC,"'C': 10, 'class_weight': None, 'penalty': 'l2'"
13,Student Stress Factors,0.2,MLP,"'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (50,)"
13,Student Stress Factors,0.2,Perceptron,"'penalty': 'l2', 'alpha': 0.0001, 'class_weight': 'balanced'"
13,Student Stress Factors,0.2,RF,"'criterion': 'entropy', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': 10"
13,Student Stress Factors,0.2,Ridge,"'alpha': 0.1, 'class_weight': None"
13,Student Stress Factors,0.2,SGD,"'loss': 'hinge', 'alpha': 0.01, 'class_weight': 'balanced'"
13,Student Stress Factors,0.4,AdaBoost,"'learning_rate': 1, 'n_estimators': 50"
13,Student Stress Factors,0.4,Bagging,"'max_samples': 1.0, 'n_estimators': 10"
13,Student Stress Factors,0.4,BernoulliNB,"'alpha': 10, 'fit_prior': True"
13,Student Stress Factors,0.4,DNN,"'hidden_layer_sizes': (16, 16, 16), 'activation': 'tanh', 'solver': 'sgd', 'alpha': 0.001, 'batch_size': 50, 'max_iter': 100"
13,Student Stress Factors,0.4,DT,"'criterion': 'log_loss', 'max_depth': 160, 'max_features': None, 'class_weight': None"
13,Student Stress Factors,0.4,ExtraTree,"'criterion': 'gini', 'max_features': None, 'max_depth': 10, 'class_weight': None"
13,Student Stress Factors,0.4,ExtraTrees,"'criterion': 'gini', 'max_features': 'log2', 'class_weight': None, 'n_estimators': 200, 'max_depth': 20"
13,Student Stress Factors,0.4,GaussianNB,"'priors': None, 'var_smoothing': 0.0001"
13,Student Stress Factors,0.4,HistGradientBoosting,"'max_iter': 50, 'learning_rate': 1.0, 'max_depth': 160, 'l2_regularization': 1.0"
13,Student Stress Factors,0.4,LR,"'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'saga'"
13,Student Stress Factors,0.4,LinearSVC,"'C': 1, 'class_weight': 'balanced', 'penalty': 'l2'"
13,Student Stress Factors,0.4,MLP,"'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (50,)"
13,Student Stress Factors,0.4,Perceptron,"'penalty': 'l2', 'alpha': 0.0001, 'class_weight': None"
13,Student Stress Factors,0.4,RF,"'criterion': 'gini', 'max_features': 'log2', 'class_weight': 'balanced', 'n_estimators': 25, 'max_depth': 20"
13,Student Stress Factors,0.4,Ridge,"'alpha': 0.1, 'class_weight': None"
13,Student Stress Factors,0.4,SGD,"'loss': 'log_loss', 'alpha': 0.0001, 'class_weight': 'balanced'"
13,Student Stress Factors,0.6,AdaBoost,"'learning_rate': 1, 'n_estimators': 25"
13,Student Stress Factors,0.6,Bagging,"'max_samples': 1.0, 'n_estimators': 100"
13,Student Stress Factors,0.6,BernoulliNB,"'alpha': 10, 'fit_prior': True"
13,Student Stress Factors,0.6,DNN,"'hidden_layer_sizes': (16, 16, 16), 'activation': 'tanh', 'solver': 'sgd', 'alpha': 0.0001, 'batch_size': 10, 'max_iter': 100"
13,Student Stress Factors,0.6,DT,"'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'class_weight': None"
13,Student Stress Factors,0.6,ExtraTree,"'criterion': 'log_loss', 'max_features': None, 'max_depth': 320, 'class_weight': 'balanced'"
13,Student Stress Factors,0.6,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 100, 'max_depth': 10"
13,Student Stress Factors,0.6,GaussianNB,"'priors': None, 'var_smoothing': 0.01"
13,Student Stress Factors,0.6,HistGradientBoosting,"'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 10, 'l2_regularization': 0.0"
13,Student Stress Factors,0.6,LR,"'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'saga'"
13,Student Stress Factors,0.6,LinearSVC,"'C': 10, 'class_weight': 'balanced', 'penalty': 'l2'"
13,Student Stress Factors,0.6,MLP,"'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100,)"
13,Student Stress Factors,0.6,Perceptron,"'penalty': None, 'alpha': 0.0001, 'class_weight': 'balanced'"
13,Student Stress Factors,0.6,RF,"'criterion': 'gini', 'max_features': None, 'class_weight': 'balanced', 'n_estimators': 100, 'max_depth': 20"
13,Student Stress Factors,0.6,Ridge,"'alpha': 10, 'class_weight': 'balanced'"
13,Student Stress Factors,0.6,SGD,"'loss': 'hinge', 'alpha': 0.0001, 'class_weight': 'balanced'"
13,Student Stress Factors,0.8,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 100"
13,Student Stress Factors,0.8,Bagging,"'max_samples': 1.0, 'n_estimators': 50"
13,Student Stress Factors,0.8,BernoulliNB,"'alpha': 10, 'fit_prior': True"
13,Student Stress Factors,0.8,DNN,"'hidden_layer_sizes': (8, 16, 8), 'activation': 'tanh', 'solver': 'sgd', 'alpha': 0.001, 'batch_size': 50, 'max_iter': 100"
13,Student Stress Factors,0.8,DT,"'criterion': 'log_loss', 'max_depth': 320, 'max_features': 'log2', 'class_weight': 'balanced'"
13,Student Stress Factors,0.8,ExtraTree,"'criterion': 'gini', 'max_features': 'log2', 'max_depth': 10, 'class_weight': 'balanced'"
13,Student Stress Factors,0.8,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': 10"
13,Student Stress Factors,0.8,GaussianNB,"'priors': None, 'var_smoothing': 0.01"
13,Student Stress Factors,0.8,HistGradientBoosting,"'max_iter': 50, 'learning_rate': 0.1, 'max_depth': 20, 'l2_regularization': 0.1"
13,Student Stress Factors,0.8,LR,"'C': 0.1, 'class_weight': None, 'penalty': 'l1', 'solver': 'saga'"
13,Student Stress Factors,0.8,LinearSVC,"'C': 1, 'class_weight': 'balanced', 'penalty': 'l2'"
13,Student Stress Factors,0.8,MLP,"'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50,)"
13,Student Stress Factors,0.8,Perceptron,"'penalty': 'elasticnet', 'alpha': 0.0001, 'class_weight': 'balanced'"
13,Student Stress Factors,0.8,RF,"'criterion': 'gini', 'max_features': 'log2', 'class_weight': 'balanced', 'n_estimators': 50, 'max_depth': 10"
13,Student Stress Factors,0.8,Ridge,"'alpha': 0.1, 'class_weight': None"
13,Student Stress Factors,0.8,SGD,"'loss': 'hinge', 'alpha': 0.001, 'class_weight': 'balanced'"
13,Student Stress Factors,1.0,AdaBoost,"'learning_rate': 0.5, 'n_estimators': 50"
13,Student Stress Factors,1.0,Bagging,"'max_samples': 1.0, 'n_estimators': 10"
13,Student Stress Factors,1.0,BernoulliNB,"'alpha': 10, 'fit_prior': True"
13,Student Stress Factors,1.0,DNN,"'hidden_layer_sizes': (8, 16, 8), 'activation': 'logistic', 'solver': 'adam', 'alpha': 0.0001, 'batch_size': 10, 'max_iter': 100"
13,Student Stress Factors,1.0,DT,"'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'class_weight': None"
13,Student Stress Factors,1.0,ExtraTree,"'criterion': 'gini', 'max_features': 'log2', 'max_depth': 20, 'class_weight': 'balanced'"
13,Student Stress Factors,1.0,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': 10"
13,Student Stress Factors,1.0,GaussianNB,"'priors': None, 'var_smoothing': 1e-08"
13,Student Stress Factors,1.0,HistGradientBoosting,"'max_iter': 200, 'learning_rate': 1.0, 'max_depth': 20, 'l2_regularization': 0.0"
13,Student Stress Factors,1.0,LR,"'C': 0.1, 'class_weight': None, 'penalty': 'l2', 'solver': 'saga'"
13,Student Stress Factors,1.0,LinearSVC,"'C': 10, 'class_weight': None, 'penalty': 'l2'"
13,Student Stress Factors,1.0,MLP,"'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100,)"
13,Student Stress Factors,1.0,Perceptron,"'penalty': 'l2', 'alpha': 0.0001, 'class_weight': 'balanced'"
13,Student Stress Factors,1.0,RF,"'criterion': 'entropy', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': 10"
13,Student Stress Factors,1.0,Ridge,"'alpha': 1, 'class_weight': None"
13,Student Stress Factors,1.0,SGD,"'loss': 'log_loss', 'alpha': 0.1, 'class_weight': None"
13,Students Performance Dataset,0.2,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 100"
13,Students Performance Dataset,0.2,Bagging,"'max_samples': 1.0, 'n_estimators': 10"
13,Students Performance Dataset,0.2,BernoulliNB,"'alpha': 1, 'fit_prior': True"
13,Students Performance Dataset,0.2,DNN,"'hidden_layer_sizes': (16, 16, 16), 'activation': 'logistic', 'solver': 'adam', 'alpha': 0.01, 'batch_size': 50, 'max_iter': 500"
13,Students Performance Dataset,0.2,DT,"'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'class_weight': None"
13,Students Performance Dataset,0.2,ExtraTree,"'criterion': 'log_loss', 'max_features': None, 'max_depth': 320, 'class_weight': 'balanced'"
13,Students Performance Dataset,0.2,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 50, 'max_depth': 20"
13,Students Performance Dataset,0.2,GaussianNB,"'priors': None, 'var_smoothing': 1e-08"
13,Students Performance Dataset,0.2,HistGradientBoosting,"'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 320, 'l2_regularization': 1.0"
13,Students Performance Dataset,0.2,LR,"'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'saga'"
13,Students Performance Dataset,0.2,LinearSVC,"'C': 1, 'class_weight': None, 'penalty': 'l2'"
13,Students Performance Dataset,0.2,MLP,"'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (50,)"
13,Students Performance Dataset,0.2,Perceptron,"'penalty': 'elasticnet', 'alpha': 0.0001, 'class_weight': None"
13,Students Performance Dataset,0.2,RF,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 200, 'max_depth': 20"
13,Students Performance Dataset,0.2,Ridge,"'alpha': 10, 'class_weight': 'balanced'"
13,Students Performance Dataset,0.2,SGD,"'loss': 'squared_hinge', 'alpha': 0.1, 'class_weight': None"
13,Students Performance Dataset,0.4,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 25"
13,Students Performance Dataset,0.4,Bagging,"'max_samples': 1.0, 'n_estimators': 50"
13,Students Performance Dataset,0.4,BernoulliNB,"'alpha': 0.1, 'fit_prior': True"
13,Students Performance Dataset,0.4,DNN,"'hidden_layer_sizes': (16, 16, 16), 'activation': 'logistic', 'solver': 'adam', 'alpha': 0.01, 'batch_size': 50, 'max_iter': 500"
13,Students Performance Dataset,0.4,DT,"'criterion': 'gini', 'max_depth': 20, 'max_features': None, 'class_weight': 'balanced'"
13,Students Performance Dataset,0.4,ExtraTree,"'criterion': 'gini', 'max_features': None, 'max_depth': 20, 'class_weight': 'balanced'"
13,Students Performance Dataset,0.4,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 50, 'max_depth': 10"
13,Students Performance Dataset,0.4,GaussianNB,"'priors': None, 'var_smoothing': 1e-12"
13,Students Performance Dataset,0.4,HistGradientBoosting,"'max_iter': 50, 'learning_rate': 0.1, 'max_depth': 20, 'l2_regularization': 0.0"
13,Students Performance Dataset,0.4,LR,"'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'saga'"
13,Students Performance Dataset,0.4,LinearSVC,"'C': 0.1, 'class_weight': None, 'penalty': 'l2'"
13,Students Performance Dataset,0.4,MLP,"'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (100,)"
13,Students Performance Dataset,0.4,Perceptron,"'penalty': 'l1', 'alpha': 0.001, 'class_weight': None"
13,Students Performance Dataset,0.4,RF,"'criterion': 'entropy', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': 10"
13,Students Performance Dataset,0.4,Ridge,"'alpha': 0.1, 'class_weight': 'balanced'"
13,Students Performance Dataset,0.4,SGD,"'loss': 'hinge', 'alpha': 0.1, 'class_weight': 'balanced'"
13,Students Performance Dataset,0.6,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 25"
13,Students Performance Dataset,0.6,Bagging,"'max_samples': 1.0, 'n_estimators': 50"
13,Students Performance Dataset,0.6,BernoulliNB,"'alpha': 1, 'fit_prior': True"
13,Students Performance Dataset,0.6,DNN,"'hidden_layer_sizes': (32, 16, 8), 'activation': 'relu', 'solver': 'adam', 'alpha': 0.01, 'batch_size': 50, 'max_iter': 100"
13,Students Performance Dataset,0.6,DT,"'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'class_weight': None"
13,Students Performance Dataset,0.6,ExtraTree,"'criterion': 'log_loss', 'max_features': None, 'max_depth': 10, 'class_weight': None"
13,Students Performance Dataset,0.6,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 100, 'max_depth': 20"
13,Students Performance Dataset,0.6,GaussianNB,"'priors': None, 'var_smoothing': 1e-08"
13,Students Performance Dataset,0.6,HistGradientBoosting,"'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 20, 'l2_regularization': 0.0"
13,Students Performance Dataset,0.6,LR,"'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'saga'"
13,Students Performance Dataset,0.6,LinearSVC,"'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2'"
13,Students Performance Dataset,0.6,MLP,"'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (100,)"
13,Students Performance Dataset,0.6,Perceptron,"'penalty': 'l1', 'alpha': 0.01, 'class_weight': 'balanced'"
13,Students Performance Dataset,0.6,RF,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': 10"
13,Students Performance Dataset,0.6,Ridge,"'alpha': 0.1, 'class_weight': 'balanced'"
13,Students Performance Dataset,0.6,SGD,"'loss': 'squared_hinge', 'alpha': 0.0001, 'class_weight': None"
13,Students Performance Dataset,0.8,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 25"
13,Students Performance Dataset,0.8,Bagging,"'max_samples': 1.0, 'n_estimators': 100"
13,Students Performance Dataset,0.8,BernoulliNB,"'alpha': 1, 'fit_prior': True"
13,Students Performance Dataset,0.8,DNN,"'hidden_layer_sizes': (32, 16, 8), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.001, 'batch_size': 50, 'max_iter': 500"
13,Students Performance Dataset,0.8,DT,"'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'class_weight': None"
13,Students Performance Dataset,0.8,ExtraTree,"'criterion': 'log_loss', 'max_features': None, 'max_depth': 320, 'class_weight': 'balanced'"
13,Students Performance Dataset,0.8,ExtraTrees,"'criterion': 'entropy', 'max_features': None, 'class_weight': None, 'n_estimators': 100, 'max_depth': 80"
13,Students Performance Dataset,0.8,GaussianNB,"'priors': None, 'var_smoothing': 1e-12"
13,Students Performance Dataset,0.8,HistGradientBoosting,"'max_iter': 200, 'learning_rate': 0.1, 'max_depth': 320, 'l2_regularization': 1.0"
13,Students Performance Dataset,0.8,LR,"'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'saga'"
13,Students Performance Dataset,0.8,LinearSVC,"'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2'"
13,Students Performance Dataset,0.8,MLP,"'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,)"
13,Students Performance Dataset,0.8,Perceptron,"'penalty': 'l1', 'alpha': 0.1, 'class_weight': 'balanced'"
13,Students Performance Dataset,0.8,RF,"'criterion': 'log_loss', 'max_features': None, 'class_weight': None, 'n_estimators': 200, 'max_depth': 10"
13,Students Performance Dataset,0.8,Ridge,"'alpha': 0.1, 'class_weight': 'balanced'"
13,Students Performance Dataset,0.8,SGD,"'loss': 'squared_hinge', 'alpha': 0.0001, 'class_weight': None"
13,Students Performance Dataset,1.0,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 25"
13,Students Performance Dataset,1.0,Bagging,"'max_samples': 1.0, 'n_estimators': 50"
13,Students Performance Dataset,1.0,BernoulliNB,"'alpha': 0.1, 'fit_prior': True"
13,Students Performance Dataset,1.0,DNN,"'hidden_layer_sizes': (32, 16, 8), 'activation': 'tanh', 'solver': 'adam', 'alpha': 0.01, 'batch_size': 50, 'max_iter': 500"
13,Students Performance Dataset,1.0,DT,"'criterion': 'entropy', 'max_depth': 80, 'max_features': None, 'class_weight': 'balanced'"
13,Students Performance Dataset,1.0,ExtraTree,"'criterion': 'log_loss', 'max_features': None, 'max_depth': 10, 'class_weight': None"
13,Students Performance Dataset,1.0,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 200, 'max_depth': 320"
13,Students Performance Dataset,1.0,GaussianNB,"'priors': None, 'var_smoothing': 1e-12"
13,Students Performance Dataset,1.0,HistGradientBoosting,"'max_iter': 50, 'learning_rate': 0.5, 'max_depth': 10, 'l2_regularization': 1.0"
13,Students Performance Dataset,1.0,LR,"'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l1', 'solver': 'saga'"
13,Students Performance Dataset,1.0,LinearSVC,"'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2'"
13,Students Performance Dataset,1.0,MLP,"'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (100,)"
13,Students Performance Dataset,1.0,Perceptron,"'penalty': 'l1', 'alpha': 0.1, 'class_weight': None"
13,Students Performance Dataset,1.0,RF,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': 20"
13,Students Performance Dataset,1.0,Ridge,"'alpha': 10, 'class_weight': 'balanced'"
13,Students Performance Dataset,1.0,SGD,"'loss': 'squared_hinge', 'alpha': 0.001, 'class_weight': None"
13,TUNADROMD,0.2,AdaBoost,"'learning_rate': 0.5, 'n_estimators': 50"
13,TUNADROMD,0.2,Bagging,"'max_samples': 1.0, 'n_estimators': 50"
13,TUNADROMD,0.2,BernoulliNB,"'alpha': 0.1, 'fit_prior': True"
13,TUNADROMD,0.2,DNN,"'hidden_layer_sizes': (32, 16, 8), 'activation': 'relu', 'solver': 'sgd', 'alpha': 0.01, 'batch_size': 50, 'max_iter': 100"
13,TUNADROMD,0.2,DT,"'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'class_weight': None"
13,TUNADROMD,0.2,ExtraTree,"'criterion': 'log_loss', 'max_features': 'sqrt', 'max_depth': 10, 'class_weight': None"
13,TUNADROMD,0.2,ExtraTrees,"'criterion': 'log_loss', 'max_features': 'log2', 'class_weight': 'balanced', 'n_estimators': 200, 'max_depth': 10"
13,TUNADROMD,0.2,GaussianNB,"'priors': None, 'var_smoothing': 1"
13,TUNADROMD,0.2,HistGradientBoosting,"'max_iter': 50, 'learning_rate': 1.0, 'max_depth': 160, 'l2_regularization': 1.0"
13,TUNADROMD,0.2,LR,"'C': 0.1, 'class_weight': 'balanced', 'penalty': None, 'solver': 'saga'"
